Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages"
Canada,CAN,2003,1.736273
Canada,CAN,2004,1.9585313
Canada,CAN,2005,2.061093
Canada,CAN,2006,1.8689367
Canada,CAN,2007,1.8166627
Canada,CAN,2008,1.8483654
Canada,CAN,2009,1.815805
Canada,CAN,2010,1.6400001
Canada,CAN,2011,1.774293
Canada,CAN,2012,1.582503
Canada,CAN,2013,1.4516441
Canada,CAN,2014,1.4828578
Canada,CAN,2015,1.7099458
Canada,CAN,2016,1.7057317
Canada,CAN,2017,1.8192091
Canada,CAN,2018,1.7874861
Canada,CAN,2019,1.8362274
Canada,CAN,2020,2.0032356
Canada,CAN,2021,2.0652595
Cape Verde,CPV,2003,3.1244206
Cape Verde,CPV,2004,4.3158107
Cape Verde,CPV,2005,8.928073
Cape Verde,CPV,2006,7.015659
Cape Verde,CPV,2013,10.001111
Cape Verde,CPV,2014,11.903105
Cape Verde,CPV,2015,8.330828
Cape Verde,CPV,2016,11.103261
Cape Verde,CPV,2017,6.7262115
Cape Verde,CPV,2018,5.4271564
Cape Verde,CPV,2019,5.718935
Cape Verde,CPV,2020,6.1787724
Cayman Islands,CYM,1990,7.6841803
Cayman Islands,CYM,1991,7.315155
Cayman Islands,CYM,1992,3.487176
Cayman Islands,CYM,1993,6.658122
Cayman Islands,CYM,1994,6.365879
Cayman Islands,CYM,1995,6.0971894
Cayman Islands,CYM,1996,2.9245324
Cayman Islands,CYM,1997,5.6212935
Cayman Islands,CYM,1998,2.7066164
Cayman Islands,CYM,1999,0
Cayman Islands,CYM,2000,10.08611
Cayman Islands,CYM,2001,4.871573
Cayman Islands,CYM,2002,0
Cayman Islands,CYM,2003,6.8395553
Cayman Islands,CYM,2004,11.040818
Cayman Islands,CYM,2005,6.4203396
Cayman Islands,CYM,2006,2.0756793
Cayman Islands,CYM,2007,4.028441
Cayman Islands,CYM,2008,7.824267
Cayman Islands,CYM,2009,15.208692
Cayman Islands,CYM,2010,16.644012
Cayman Islands,CYM,2013,8.589294
Cayman Islands,CYM,2014,8.394966
Cayman Islands,CYM,2017,4.718391
Cayman Islands,CYM,2018,10.788484
Cayman Islands,CYM,2019,3.024163
Cayman Islands,CYM,2020,4.456957
Chile,CHL,2003,3.2347336
Chile,CHL,2005,3.5609825
Chile,CHL,2006,3.6119704
Chile,CHL,2007,3.734343
Chile,CHL,2008,3.529102
Chile,CHL,2009,3.742549
Chile,CHL,2010,3.181574
Chile,CHL,2011,3.7033644
Chile,CHL,2012,2.5026278
Chile,CHL,2013,3.175342
Chile,CHL,2014,2.4763799
Chile,CHL,2015,2.3446956
Chile,CHL,2016,3.428468
Chile,CHL,2017,4.240938
Chile,CHL,2018,4.4114227
Chile,CHL,2019,3.9444344
Chile,CHL,2020,4.797849
Chile,CHL,2021,3.6320386
China,CHN,1995,2.2457106
China,CHN,1996,2.0687962
China,CHN,1997,2.1061537
China,CHN,2002,2.0513282
China,CHN,2003,1.8925831
China,CHN,2004,1.9055121
China,CHN,2005,1.5917081
China,CHN,2006,1.3687598
China,CHN,2007,1.2197381
China,CHN,2008,1.1134691
China,CHN,2009,1.0952669
China,CHN,2010,0.9946659
China,CHN,2011,0.8853467
China,CHN,2012,0.82586884
China,CHN,2013,0.77319944
China,CHN,2014,0.72791475
China,CHN,2015,0.66010606
China,CHN,2016,0.615883
China,CHN,2017,0.5665558
China,CHN,2018,0.53102547
China,CHN,2019,0.5189666
China,CHN,2020,0.50227034
Colombia,COL,1990,74.628716
Colombia,COL,1991,85.42758
Colombia,COL,1992,83.043015
Colombia,COL,1993,82.16443
Colombia,COL,1994,76.72092
Colombia,COL,1995,62.054317
Colombia,COL,1996,63.741085
Colombia,COL,1997,62.211826
Colombia,COL,1998,60.849537
Colombia,COL,1999,63.12033
Colombia,COL,2000,67.6754
Colombia,COL,2001,69.88325
Colombia,COL,2002,70.170975
Colombia,COL,2003,57.29256
Colombia,COL,2004,48.525425
Colombia,COL,2005,42.895775
Colombia,COL,2006,40.86465
Colombia,COL,2007,39.712208
Colombia,COL,2008,36.836437
Colombia,COL,2009,35.693077
Colombia,COL,2010,34.494293
Colombia,COL,2011,35.59345
Colombia,COL,2012,35.90898
Colombia,COL,2013,33.35357
Colombia,COL,2014,28.585234
Colombia,COL,2015,27.128765
Colombia,COL,2016,26.040422
Colombia,COL,2017,25.434488
Colombia,COL,2018,26.231325
Colombia,COL,2019,25.753473
Colombia,COL,2020,24.242764
Colombia,COL,2021,27.484365
Cook Islands,COK,2012,3.489514
Costa Rica,CRI,1990,4.4011664
Costa Rica,CRI,1991,4.0748105
Costa Rica,CRI,1992,4.8164635
Costa Rica,CRI,1993,4.6984587
Costa Rica,CRI,1994,5.216167
Costa Rica,CRI,1995,5.1499414
Costa Rica,CRI,1996,5.1692533
Costa Rica,CRI,1997,5.615842
Costa Rica,CRI,1998,5.861693
Costa Rica,CRI,1999,6.279749
Costa Rica,CRI,2000,6.257551
Costa Rica,CRI,2001,6.340634
Costa Rica,CRI,2002,6.2581515
Costa Rica,CRI,2003,7.1622796
Costa Rica,CRI,2004,6.5838985
Costa Rica,CRI,2005,7.7620196
Costa Rica,CRI,2006,8.017045
Costa Rica,CRI,2007,8.310775
Costa Rica,CRI,2008,11.372923
Costa Rica,CRI,2009,11.505267
Costa Rica,CRI,2010,11.40137
Costa Rica,CRI,2011,10.128365
Costa Rica,CRI,2012,8.592673
Costa Rica,CRI,2013,8.577627
Costa Rica,CRI,2014,9.846647
Costa Rica,CRI,2015,11.378396
Costa Rica,CRI,2016,11.688089
Costa Rica,CRI,2017,12.074873
Costa Rica,CRI,2018,11.605453
Costa Rica,CRI,2019,11.0728
Costa Rica,CRI,2020,11.126065
Costa Rica,CRI,2021,11.40871
Croatia,HRV,1990,2.8110023
Croatia,HRV,1991,9.020497
Croatia,HRV,1992,8.065321
Croatia,HRV,1993,4.5488667
Croatia,HRV,1994,2.9671586
Croatia,HRV,1995,3.4532254
Croatia,HRV,1996,2.5637639
Croatia,HRV,1997,2.504578
Croatia,HRV,1998,2.2532516
Croatia,HRV,1999,2.4102511
Croatia,HRV,2000,2.2205446
Croatia,HRV,2001,1.7973005
Croatia,HRV,2002,1.6284217
Croatia,HRV,2003,1.5466903
Croatia,HRV,2004,1.86796
Croatia,HRV,2005,1.535099
Croatia,HRV,2006,1.6751331
Croatia,HRV,2007,1.4073216
Croatia,HRV,2008,1.6159633
Croatia,HRV,2009,1.1181778
Croatia,HRV,2010,1.4191923
Croatia,HRV,2011,1.1259601
Croatia,HRV,2012,1.1773956
Croatia,HRV,2013,1.0675694
Croatia,HRV,2014,0.8403416
Croatia,HRV,2015,0.86960304
Croatia,HRV,2016,1.041728
Croatia,HRV,2017,1.0972061
Croatia,HRV,2018,0.57685584
Croatia,HRV,2019,0.79907954
Croatia,HRV,2020,0.97635525
Croatia,HRV,2021,0.81278074
Cuba,CUB,1992,6.240873
Cuba,CUB,1993,7.3978868
Cuba,CUB,1994,8.275768
Cuba,CUB,1995,7.7974114
Cuba,CUB,1996,6.6769857
Cuba,CUB,1997,6.792064
Cuba,CUB,1998,7.413612
Cuba,CUB,1999,5.501308
Cuba,CUB,2000,5.2855306
Cuba,CUB,2001,5.4313054
Cuba,CUB,2002,5.9176097
Cuba,CUB,2003,5.7325435
Cuba,CUB,2004,5.8795786
Cuba,CUB,2005,6.082101
Cuba,CUB,2006,5.1151667
Cuba,CUB,2007,5.0399795
Cuba,CUB,2008,4.5669756
Cuba,CUB,2009,5.0074515
Cuba,CUB,2010,4.4728193
Cuba,CUB,2011,4.726203
Cuba,CUB,2012,5.4910607
Cuba,CUB,2013,5.953233
Cuba,CUB,2014,5.2947283
Cuba,CUB,2015,5.458605
Cuba,CUB,2016,5.043197
Cuba,CUB,2017,4.5517077
Cuba,CUB,2018,4.334299
Cuba,CUB,2019,4.4182506
Curacao,CUW,2001,7.110808
Curacao,CUW,2002,27.584743
Curacao,CUW,2003,30.047237
Curacao,CUW,2004,28.259686
Curacao,CUW,2005,17.655487
Curacao,CUW,2006,12.02694
Curacao,CUW,2007,17.091825
Cyprus,CYP,1990,0.6341154
Cyprus,CYP,1991,0.12514697
Cyprus,CYP,1992,0.24678227
Cyprus,CYP,1993,0.6053375
Cyprus,CYP,1994,0.8289478
Cyprus,CYP,1995,1.043578
Cyprus,CYP,1996,1.136288
Cyprus,CYP,1997,0.66854566
Cyprus,CYP,1998,0.7653117
Cyprus,CYP,1999,1.0734221
Cyprus,CYP,2000,0.8436705
Cyprus,CYP,2001,0.72551644
Cyprus,CYP,2002,0.20362565
Cyprus,CYP,2004,1.5706531
Cyprus,CYP,2005,1.9285259
Cyprus,CYP,2006,1.4212109
Cyprus,CYP,2007,1.2105714
Cyprus,CYP,2008,0.82388157
Cyprus,CYP,2009,1.710211
Cyprus,CYP,2010,0.7081617
Cyprus,CYP,2011,0.7859672
Cyprus,CYP,2012,1.9021984
Cyprus,CYP,2013,1.0283054
Cyprus,CYP,2014,0.9345834
Cyprus,CYP,2015,1.263392
Cyprus,CYP,2016,1.0852493
Cyprus,CYP,2017,0.5792194
Cyprus,CYP,2018,1.2306874
Cyprus,CYP,2019,1.2206669
Cyprus,CYP,2020,1.212085
Cyprus,CYP,2021,1.2859793
Czechia,CZE,1994,2.0055609
Czechia,CZE,1995,1.7067988
Czechia,CZE,1996,1.6803211
Czechia,CZE,1997,1.8192352
Czechia,CZE,1998,1.6952732
Czechia,CZE,1999,1.6781884
Czechia,CZE,2000,1.8661984
Czechia,CZE,2001,1.3196125
Czechia,CZE,2002,1.3576645
Czechia,CZE,2003,1.5905484
Czechia,CZE,2004,1.3059157
Czechia,CZE,2005,1.0505722
Czechia,CZE,2006,1.2615461
Czechia,CZE,2007,1.2188246
Czechia,CZE,2008,1.0984159
Czechia,CZE,2009,0.90198064
Czechia,CZE,2010,0.98425674
Czechia,CZE,2011,0.8193302
Czechia,CZE,2012,0.9989473
Czechia,CZE,2013,0.85595655
Czechia,CZE,2014,0.7701683
Czechia,CZE,2015,0.83620006
Czechia,CZE,2016,0.6174252
Czechia,CZE,2017,0.62670296
Czechia,CZE,2019,0.9205769
Czechia,CZE,2020,0.73117787
Czechia,CZE,2021,0.44716123
Denmark,DNK,1990,0.7969485
Denmark,DNK,1991,1.3182573
Denmark,DNK,1992,1.1979591
Denmark,DNK,1993,1.367021
Denmark,DNK,1994,1.4384903
Denmark,DNK,1995,1.1269873
Denmark,DNK,1996,1.2937577
Denmark,DNK,1997,1.6674936
Denmark,DNK,1998,0.9247042
Denmark,DNK,1999,0.97747046
Denmark,DNK,2000,1.0860091
Denmark,DNK,2001,0.9700138
Denmark,DNK,2002,0.89240944
Denmark,DNK,2010,0.7566411
Denmark,DNK,2011,0.8249618
Denmark,DNK,2012,0.83914196
Denmark,DNK,2013,0.853275
Denmark,DNK,2014,1.3095833
Denmark,DNK,2015,1.0919731
Denmark,DNK,2016,0.9812757
Denmark,DNK,2017,1.2375193
Denmark,DNK,2018,1.005777
Denmark,DNK,2019,1.1387403
Denmark,DNK,2020,0.9441021
Denmark,DNK,2021,0.80283684
Dominica,DMA,1998,13.055209
Dominica,DMA,1999,10.189599
Dominica,DMA,2000,2.926287
Dominica,DMA,2001,1.4672976
Dominica,DMA,2002,13.184495
Dominica,DMA,2003,11.688643
Dominica,DMA,2004,11.666229
Dominica,DMA,2005,11.649326
Dominica,DMA,2006,7.273574
Dominica,DMA,2007,10.178117
Dominica,DMA,2008,10.177081
Dominica,DMA,2009,18.899057
Dominica,DMA,2010,21.816595
Dominica,DMA,2011,8.728289
Dominica,DMA,2014,12.973721
Dominica,DMA,2015,12.855949
Dominica,DMA,2016,22.83268
Dominica,DMA,2017,26.987486
Dominica,DMA,2018,18.35575
Dominica,DMA,2019,18.200146
Dominica,DMA,2020,20.834925
Dominica,DMA,2021,13.809771
Dominican Republic,DOM,1991,12.4752655
Dominican Republic,DOM,1992,10.865263
Dominican Republic,DOM,1993,12.275487
Dominican Republic,DOM,1994,13.011504
Dominican Republic,DOM,1995,12.795827
Dominican Republic,DOM,1996,12.880175
Dominican Republic,DOM,1997,12.736077
Dominican Republic,DOM,1998,13.535172
Dominican Republic,DOM,1999,12.673316
Dominican Republic,DOM,2000,14.167305
Dominican Republic,DOM,2001,12.631157
Dominican Republic,DOM,2002,14.542187
Dominican Republic,DOM,2003,21.323223
Dominican Republic,DOM,2004,24.759134
Dominican Republic,DOM,2005,26.121775
Dominican Republic,DOM,2006,23.093077
Dominican Republic,DOM,2007,22.452177
Dominican Republic,DOM,2008,25.139275
Dominican Republic,DOM,2009,24.616344
Dominican Republic,DOM,2010,25.307508
Dominican Republic,DOM,2011,25.37426
Dominican Republic,DOM,2012,22.610174
Dominican Republic,DOM,2013,19.474157
Dominican Republic,DOM,2014,17.603382
Dominican Republic,DOM,2016,15.35014
Dominican Republic,DOM,2017,11.420795
Dominican Republic,DOM,2018,9.920551
Dominican Republic,DOM,2019,9.428515
Dominican Republic,DOM,2020,8.73663
Dominican Republic,DOM,2021,10.541584
East Timor,TLS,2004,2.4313192
East Timor,TLS,2005,4.7456264
East Timor,TLS,2006,4.9267797
East Timor,TLS,2007,6.082236
East Timor,TLS,2008,3.3554585
East Timor,TLS,2009,3.0031722
East Timor,TLS,2010,3.5829568
East Timor,TLS,2015,4.063648
Ecuador,ECU,1990,8.536018
Ecuador,ECU,1991,10.789536
Ecuador,ECU,1992,8.566804
Ecuador,ECU,1993,8.317742
Ecuador,ECU,1994,10.037319
Ecuador,ECU,1995,11.867914
Ecuador,ECU,1996,12.421422
Ecuador,ECU,1997,10.982498
Ecuador,ECU,1998,13.46585
Ecuador,ECU,1999,13.551352
Ecuador,ECU,2000,14.517079
Ecuador,ECU,2001,12.907223
Ecuador,ECU,2002,14.582335
Ecuador,ECU,2007,15.948823
Ecuador,ECU,2008,17.983282
Ecuador,ECU,2009,17.805342
Ecuador,ECU,2010,17.505487
Ecuador,ECU,2011,15.376308
Ecuador,ECU,2012,12.412907
Ecuador,ECU,2013,10.971196
Ecuador,ECU,2014,8.209052
Ecuador,ECU,2015,6.4831214
Ecuador,ECU,2016,5.8334804
Ecuador,ECU,2017,5.8094463
Ecuador,ECU,2018,5.841674
Ecuador,ECU,2019,6.843968
Ecuador,ECU,2020,7.800509
Ecuador,ECU,2021,14.024255
Egypt,EGY,1990,0.47015947
Egypt,EGY,1991,0.49137506
Egypt,EGY,1992,0.46008325
Egypt,EGY,1993,0.39750937
Egypt,EGY,1994,0.36797592
Egypt,EGY,2003,0.62003607
Egypt,EGY,2004,0.41536367
Egypt,EGY,2005,0.6601302
Egypt,EGY,2006,0.6808908
Egypt,EGY,2007,0.8270619
Egypt,EGY,2008,1.1533216
Egypt,EGY,2009,1.0666534
Egypt,EGY,2010,2.1076782
Egypt,EGY,2011,3.0302672
Egypt,EGY,2012,2.4188852
Egypt,EGY,2014,3.0232553
Egypt,EGY,2015,1.750853
Egypt,EGY,2016,1.5353159
Egypt,EGY,2017,1.3360921
El Salvador,SLV,1994,134.77866
El Salvador,SLV,1995,138.77399
El Salvador,SLV,1996,117.16123
El Salvador,SLV,1997,112.50055
El Salvador,SLV,1998,94.88397
El Salvador,SLV,1999,64.90709
El Salvador,SLV,2000,59.595715
El Salvador,SLV,2001,59.95229
El Salvador,SLV,2002,47.161377
El Salvador,SLV,2003,55.684162
El Salvador,SLV,2004,64.56631
El Salvador,SLV,2005,64.29476
El Salvador,SLV,2006,65.07651
El Salvador,SLV,2007,57.85778
El Salvador,SLV,2008,52.38873
El Salvador,SLV,2009,71.939995
El Salvador,SLV,2010,65.210625
El Salvador,SLV,2011,71.21968
El Salvador,SLV,2012,42.10158
El Salvador,SLV,2013,40.62634
El Salvador,SLV,2014,63.144913
El Salvador,SLV,2015,106.8196
El Salvador,SLV,2016,84.40911
El Salvador,SLV,2017,63.223526
El Salvador,SLV,2018,53.311302
El Salvador,SLV,2019,38.183395
El Salvador,SLV,2020,21.310303
El Salvador,SLV,2021,18.165499
Eritrea,ERI,2012,14.572975
Estonia,EST,1990,7.512698
Estonia,EST,1991,7.6007886
Estonia,EST,1992,14.0874195
Estonia,EST,1993,18.744572
Estonia,EST,1994,20.464489
Estonia,EST,1995,16.933111
Estonia,EST,1996,14.916322
Estonia,EST,1997,12.522072
Estonia,EST,1998,13.889416
Estonia,EST,1999,11.186332
Estonia,EST,2000,10.237125
Estonia,EST,2001,9.870357
Estonia,EST,2002,10.295525
Estonia,EST,2007,7.161109
Estonia,EST,2008,6.432258
Estonia,EST,2009,5.245208
Estonia,EST,2010,5.2570906
Estonia,EST,2011,4.8966837
Estonia,EST,2012,4.7630496
Estonia,EST,2013,3.9454272
Estonia,EST,2014,3.118995
Estonia,EST,2015,3.4229474
Estonia,EST,2016,2.5077407
Estonia,EST,2017,2.2010574
Estonia,EST,2018,2.1177669
Estonia,EST,2019,1.9592499
Estonia,EST,2020,3.1592155
Estonia,EST,2021,1.9567984
Eswatini,SWZ,1990,19.086405
Eswatini,SWZ,1991,19.107317
Eswatini,SWZ,1992,18.807455
Eswatini,SWZ,1993,18.249496
Eswatini,SWZ,1994,15.9373
Eswatini,SWZ,1998,16.415339
Eswatini,SWZ,1999,11.19436
Eswatini,SWZ,2000,12.421197
Eswatini,SWZ,2001,17.66859
Eswatini,SWZ,2002,12.752086
Eswatini,SWZ,2003,12.7503195
Eswatini,SWZ,2004,13.6991
Eswatini,SWZ,2005,12.967797
Eswatini,SWZ,2006,11.783978
Eswatini,SWZ,2007,11.162274
Eswatini,SWZ,2008,19.910631
Eswatini,SWZ,2009,17.079403
Eswatini,SWZ,2010,18.910467
Eswatini,SWZ,2011,15.560379
Eswatini,SWZ,2012,9.357197
Eswatini,SWZ,2013,9.120832
Eswatini,SWZ,2014,10.48083
Eswatini,SWZ,2015,9.877101
Eswatini,SWZ,2016,10.15296
Eswatini,SWZ,2017,11.290696
Eswatini,SWZ,2021,12.664906
Ethiopia,ETH,2012,8.631964
Europe (UN),,2000,7.7709756
Europe (UN),,2001,8.07029
Europe (UN),,2002,8.155012
Europe (UN),,2003,7.668064
Europe (UN),,2004,7.176179
Europe (UN),,2005,6.523952
Europe (UN),,2006,5.4910893
Europe (UN),,2007,4.9456253
Europe (UN),,2008,3.858812
Europe (UN),,2009,3.667208
Europe (UN),,2010,3.4851217
Europe (UN),,2011,3.402852
Europe (UN),,2012,3.3826323
Europe (UN),,2013,3.3395998
Europe (UN),,2014,3.4196727
Europe (UN),,2015,3.4586172
Europe (UN),,2016,3.3354065
Europe (UN),,2017,2.9369102
Europe (UN),,2018,2.6214626
Europe (UN),,2019,2.4577613
Europe (UN),,2020,2.3697846
Europe (UN),,2021,2.244574
Fiji,FJI,1990,4.1003036
Fiji,FJI,1991,2.1660686
Fiji,FJI,1992,3.304279
Fiji,FJI,1993,1.9006625
Fiji,FJI,1994,4.425878
Fiji,FJI,1995,3.0293622
Fiji,FJI,1996,1.6320617
Fiji,FJI,1997,1.6157659
Fiji,FJI,2003,2.912716
Fiji,FJI,2004,2.653761
Fiji,FJI,2005,2.6288013
Fiji,FJI,2006,2.491272
Fiji,FJI,2007,2.3578339
Fiji,FJI,2008,1.8957758
Fiji,FJI,2009,3.2172801
Fiji,FJI,2010,2.2095308
Fiji,FJI,2011,2.2017837
Fiji,FJI,2012,2.1952474
Fiji,FJI,2013,2.0800195
Fiji,FJI,2014,2.1844554
Fiji,FJI,2020,2.1729164
Finland,FIN,1990,3.0482028
Finland,FIN,1991,3.0714896
Finland,FIN,1992,3.093936
Finland,FIN,1993,2.5658207
Finland,FIN,1994,2.8888726
Finland,FIN,1995,2.8582935
Finland,FIN,1996,2.98553
Finland,FIN,1997,2.7043104
Finland,FIN,1998,2.1926656
Finland,FIN,1999,2.7683718
Finland,FIN,2000,2.8592353
Finland,FIN,2001,3.0069377
Finland,FIN,2002,2.5381708
Finland,FIN,2003,1.9758338
Finland,FIN,2004,2.8308342
Finland,FIN,2005,2.2683642
Finland,FIN,2006,2.2596722
Finland,FIN,2007,2.4391677
Finland,FIN,2008,2.5031288
Finland,FIN,2009,2.2476897
Finland,FIN,2010,2.2001498
Finland,FIN,2011,2.041511
Finland,FIN,2012,1.6439292
Finland,FIN,2013,1.6363689
Finland,FIN,2014,1.6112968
Finland,FIN,2015,1.4964975
Finland,FIN,2016,1.3466251
Finland,FIN,2017,1.2163817
Finland,FIN,2018,1.5592532
Finland,FIN,2019,1.466983
Finland,FIN,2020,1.645728
France,FRA,1990,2.401933
France,FRA,1991,2.392082
France,FRA,1992,2.360015
France,FRA,1993,2.6624026
France,FRA,1994,2.4567506
France,FRA,1995,2.3267012
France,FRA,1996,2.0321684
France,FRA,1997,1.6649561
France,FRA,1998,1.6546046
France,FRA,1999,1.6331859
France,FRA,2000,1.7915143
France,FRA,2001,1.774132
France,FRA,2002,1.8847018
France,FRA,2003,1.652484
France,FRA,2004,1.6470233
France,FRA,2005,1.6129544
France,FRA,2006,1.442896
France,FRA,2007,1.6191262
France,FRA,2008,1.654218
France,FRA,2009,1.318983
France,FRA,2010,1.2747306
France,FRA,2011,1.3635943
France,FRA,2012,1.2430353
France,FRA,2013,1.2268063
France,FRA,2014,1.2455084
France,FRA,2015,1.5859641
France,FRA,2016,1.2173907
France,FRA,2017,1.106883
France,FRA,2018,1.0827998
France,FRA,2019,1.1692591
France,FRA,2020,1.0732001
France,FRA,2021,1.13743
French Guiana,GUF,2004,29.944216
French Guiana,GUF,2005,22.35925
French Guiana,GUF,2006,20.204985
French Guiana,GUF,2007,13.126836
French Guiana,GUF,2008,14.644203
French Guiana,GUF,2009,13.421408
French Guiana,GUF,2018,13.000024
French Guiana,GUF,2019,13.300023
French Guiana,GUF,2020,13.300023
French Polynesia,PYF,2006,1.0913019
French Polynesia,PYF,2007,2.5163789
French Polynesia,PYF,2008,3.2078872
French Polynesia,PYF,2009,0.35425505
Georgia,GEO,1990,5.0077567
Georgia,GEO,1991,7.872824
Georgia,GEO,1992,14.696543
Georgia,GEO,1993,17.123318
Georgia,GEO,1994,11.564827
Georgia,GEO,1995,8.016112
Georgia,GEO,1996,5.6707535
Georgia,GEO,1997,6.142199
Georgia,GEO,1998,5.378004
Georgia,GEO,1999,5.5523944
Georgia,GEO,2000,5.6035256
Georgia,GEO,2001,6.345788
Georgia,GEO,2002,7.1901217
Georgia,GEO,2004,7.470807
Georgia,GEO,2005,10.173732
Georgia,GEO,2006,8.21075
Georgia,GEO,2007,8.447523
Georgia,GEO,2008,6.7788773
Georgia,GEO,2009,5.447189
Georgia,GEO,2010,4.8738136
Georgia,GEO,2016,1.0341783
Georgia,GEO,2017,2.4125772
Georgia,GEO,2018,2.3592877
Georgia,GEO,2019,2.0420012
Germany,DEU,1990,1.1729844
Germany,DEU,1991,1.4122455
Germany,DEU,1992,1.4437997
Germany,DEU,1993,1.6730069
Germany,DEU,1994,2.4096794
Germany,DEU,1995,2.5048301
Germany,DEU,1996,2.3652885
Germany,DEU,1997,2.2103224
Germany,DEU,1998,1.9650563
Germany,DEU,1999,1.6258575
Germany,DEU,2000,1.6725591
Germany,DEU,2001,1.4488208
Germany,DEU,2002,1.4390358
Germany,DEU,2003,1.3485471
Germany,DEU,2004,1.3683347
Germany,DEU,2005,1.2855216
Germany,DEU,2006,1.2170813
Germany,DEU,2007,1.0938139
Germany,DEU,2008,1.0231787
Germany,DEU,2009,0.9881786
Germany,DEU,2010,0.97509885
Germany,DEU,2011,0.9063736
Germany,DEU,2012,0.8081371
Germany,DEU,2013,0.8349597
Germany,DEU,2014,0.87467664
Germany,DEU,2015,0.8309653
Germany,DEU,2016,1.1696628
Germany,DEU,2017,0.9839711
Germany,DEU,2018,0.9505807
Germany,DEU,2019,0.7492651
Germany,DEU,2020,0.93844897
Germany,DEU,2021,0.83324784
Ghana,GHA,2001,2.144034
Ghana,GHA,2002,1.931755
Ghana,GHA,2003,2.044116
Ghana,GHA,2004,2.06332
Ghana,GHA,2005,1.7469034
Ghana,GHA,2006,1.783659
Ghana,GHA,2007,1.6829535
Ghana,GHA,2008,1.7676497
Ghana,GHA,2009,1.7113706
Ghana,GHA,2010,1.650067
Ghana,GHA,2011,1.6141378
Ghana,GHA,2012,2.0849807
Ghana,GHA,2013,2.001773
Ghana,GHA,2014,1.9257805
Ghana,GHA,2015,1.8184376
Ghana,GHA,2016,1.8575976
Ghana,GHA,2017,2.015071
Ghana,GHA,2018,1.6196619
Ghana,GHA,2019,1.8114166
Ghana,GHA,2020,1.7246522
Ghana,GHA,2021,1.8365651
Gibraltar,GIB,2009,0
Gibraltar,GIB,2010,3.1987717
Greece,GRC,1990,1.0094877
Greece,GRC,1991,1.3280025
Greece,GRC,1992,1.307453
Greece,GRC,1993,1.4199919
Greece,GRC,1994,1.2491293
Greece,GRC,1995,1.4075413
Greece,GRC,1996,1.5642636
Greece,GRC,1997,1.8666197
Greece,GRC,1998,1.6088524
Greece,GRC,1999,1.4098777
Greece,GRC,2001,1.1921769
Greece,GRC,2002,0.8471051
Greece,GRC,2004,0.9986423
Greece,GRC,2005,1.1877502
Greece,GRC,2006,0.99044734
Greece,GRC,2007,1.1720695
Greece,GRC,2008,1.3003874
Greece,GRC,2009,1.3748817
Greece,GRC,2010,1.5951011
Greece,GRC,2011,1.6720091
Greece,GRC,2012,1.5140965
Greece,GRC,2013,1.4018042
Greece,GRC,2014,0.9849978
Greece,GRC,2015,0.86058193
Greece,GRC,2016,0.7814141
Greece,GRC,2017,0.8043225
Greece,GRC,2018,0.93104
Greece,GRC,2019,0.7376567
Greece,GRC,2020,0.7419928
Greece,GRC,2021,0.85205257
Greenland,GRL,1992,23.344557
Greenland,GRL,1993,21.540892
Greenland,GRL,1994,10.771896
Greenland,GRL,1995,19.717678
Greenland,GRL,1996,5.360972
Greenland,GRL,1997,19.617634
Greenland,GRL,1998,10.690899
Greenland,GRL,1999,19.605572
Greenland,GRL,2000,23.13826
Greenland,GRL,2001,30.149328
Greenland,GRL,2002,21.214533
Greenland,GRL,2003,8.813911
Greenland,GRL,2004,19.34372
Greenland,GRL,2005,17.578709
Greenland,GRL,2006,14.0817795
Greenland,GRL,2007,14.107357
Greenland,GRL,2008,14.139896
Greenland,GRL,2009,17.717302
Greenland,GRL,2010,19.520506
Greenland,GRL,2011,1.7765933
Greenland,GRL,2012,14.235255
Greenland,GRL,2013,12.4801655
Greenland,GRL,2014,7.148921
Greenland,GRL,2015,7.156339
Greenland,GRL,2016,5.3651905
Grenada,GRD,2000,13.96232
Grenada,GRD,2001,5.5588756
Grenada,GRD,2002,12.935296
Grenada,GRD,2003,8.276623
Grenada,GRD,2004,5.4786267
Grenada,GRD,2005,9.977008
Grenada,GRD,2006,10.811979
Grenada,GRD,2007,9.845647
Grenada,GRD,2008,14.22494
Grenada,GRD,2009,6.1810427
Grenada,GRD,2010,8.7689295
Grenada,GRD,2011,3.4807427
Grenada,GRD,2012,12.078076
Grenada,GRD,2013,5.130639
Grenada,GRD,2014,6.7812414
Grenada,GRD,2015,5.0428853
Grenada,GRD,2016,9.169265
Grenada,GRD,2017,9.923876
Grenada,GRD,2018,9.849144
Grenada,GRD,2019,13.037437
Grenada,GRD,2020,11.321091
Grenada,GRD,2021,4.012519
Guadeloupe,GLP,2004,6.3627944
Guadeloupe,GLP,2005,5.7038913
Guadeloupe,GLP,2006,5.986142
Guadeloupe,GLP,2007,7.220864
Guadeloupe,GLP,2008,7.958318
Guadeloupe,GLP,2009,8.940168
Guadeloupe,GLP,2011,6.6973753
Guadeloupe,GLP,2012,7.692613
Guadeloupe,GLP,2013,8.698958
Guadeloupe,GLP,2014,5.2389064
Guadeloupe,GLP,2015,9.772268
Guadeloupe,GLP,2016,5.781015
Guam,GUM,2000,1.2485368
